timestamp,latitude,longitude,event_type,severity,speed_kmh
2023-01-01 03:35:04,37.78442131407263,-122.31399663303783,JAM,1,43.42287033648101
2023-01-01 03:37:18,37.72541636490698,-122.44094188231621,JAM,3,6.366213314420288
2023-01-01 03:43:28,37.75528199769079,-122.44069797127044,JAM,1,42.23027421731361
2023-01-01 03:43:53,37.7005184862774,-122.37442111701027,JAM,1,37.93567654427777
2023-01-01 03:44:09,37.78866171489506,-122.49447664562526,JAM,2,25.08039202942799
2023-01-01 03:46:08,37.715504161672776,-122.30363182233789,ACCIDENT,4,1.2512568025793203
2023-01-01 03:46:20,37.73032655146732,-122.39258351456067,JAM,3,7.715429158197419
2023-01-01 04:03:08,37.745726516161376,-122.3315953849976,JAM,2,25.492683161507905
2023-01-01 04:03:53,37.7132745422243,-122.30609262657717,ACCIDENT,1,37.97641802889589
2023-01-01 04:06:43,37.77440426429991,-122.44982789453067,JAM,1,38.566289498802156
2023-01-01 04:12:33,37.705819359550844,-122.3169572544747,JAM,1,31.877465801625835
2023-01-01 04:13:34,37.79346139973397,-122.37234588123133,JAM,2,21.535093480168364
2023-01-01 04:20:07,37.704771612769164,-122.38679255790119,JAM,1,36.837593334328034
2023-01-01 04:20:35,37.70941569882686,-122.43771733812174,ROAD_CLOSED,1,39.4834765817465
2023-01-01 04:21:06,37.749161587511686,-122.40530564584388,JAM,2,20.977571015960603
2023-01-01 04:25:53,37.76350936508676,-122.4909391980456,JAM,2,22.547043878701317
2023-01-01 04:35:36,37.76586936316189,-122.4674131145837,JAM,2,15.397669658124327
2023-01-01 04:40:00,37.79402302414249,-122.38490516442482,JAM,2,21.873793357372747
2023-01-01 04:43:57,37.79414648087765,-122.42277947243984,ROAD_CLOSED,2,18.10026539815118
2023-01-01 04:45:33,37.72145891197084,-122.4245481833544,JAM,2,20.048313223330897
2023-01-01 04:50:53,37.73853966209656,-122.36367726620544,JAM,1,39.920749085868124
2023-01-01 04:56:47,37.73483366044532,-122.31267036962886,JAM,2,29.51370827280371
2023-01-01 05:00:45,37.742347094230816,-122.38629594325,JAM,3,6.276897294224656
2023-01-01 05:02:11,37.75805440123439,-122.32657667855806,JAM,1,43.59689559800492
2023-01-01 05:08:55,37.7238236152404,-122.42445422276474,JAM,2,20.844271293288053
2023-01-01 05:10:41,37.70999848871619,-122.48930294065053,ROAD_CLOSED,3,5.912866767861336
2023-01-01 05:12:37,37.79500619670508,-122.30987857061248,JAM,2,21.726682829674797
2023-01-01 05:14:21,37.732866454536996,-122.36549630878459,ACCIDENT,4,3.9480907139727694
2023-01-01 05:14:50,37.749442030470256,-122.48848824799667,JAM,2,28.315562741374496
2023-01-01 05:16:59,37.71170670164276,-122.47140166358943,ACCIDENT,3,6.011226761227903
2023-01-01 05:17:26,37.77009691314591,-122.48544739872716,ACCIDENT,4,0.4067439032094988
2023-01-01 05:17:52,37.79866395785012,-122.42514584084877,JAM,3,14.472485773838587
2023-01-01 05:39:13,37.77533781852589,-122.42474808289381,JAM,3,10.58404249735805
2023-01-01 05:41:58,37.79063543850947,-122.47776050353878,JAM,1,39.37321283988253
2023-01-01 05:42:16,37.71188179162681,-122.47649475064458,JAM,3,10.833687650971596
2023-01-01 05:58:38,37.73748705795237,-122.44285758274363,WEATHERHAZARD,2,21.54503747409834
2023-01-01 06:06:44,37.79779006687542,-122.38879899227148,JAM,1,48.49286660447192
2023-01-01 06:19:19,37.72529901679893,-122.36091777537867,JAM,1,34.33618213172983
2023-01-01 06:21:03,37.799583137502935,-122.36061498882724,JAM,3,14.152543416691064
2023-01-01 06:36:59,37.705786389775774,-122.42109564027837,JAM,1,33.393598077911314
2023-01-01 06:42:12,37.738826838398985,-122.45412105085902,JAM,1,35.19899725708525
2023-01-01 06:45:13,37.70323159511097,-122.4440472985662,JAM,2,19.064364637726946
2023-01-01 06:45:56,37.70762003795992,-122.31189363457293,JAM,2,28.787648277533393
2023-01-01 06:46:22,37.78766614859258,-122.38968242549119,JAM,2,26.664034256028383
2023-01-01 06:49:38,37.79852860506655,-122.42465220601241,ACCIDENT,3,13.291642207065145
2023-01-01 06:53:51,37.706351182959004,-122.4926356264728,JAM,1,31.507181207049246
2023-01-01 06:59:44,37.75343462750295,-122.350017850106,ROAD_CLOSED,3,12.689874151805105
2023-01-01 07:14:12,37.78496473906774,-122.45053037965135,JAM,1,49.08102054517445
2023-01-01 07:18:52,37.72286428055035,-122.36565986311882,JAM,1,32.271151843992584
2023-01-01 07:24:26,37.75203077009038,-122.34553632165287,JAM,3,10.519068387744856
2023-01-01 07:28:33,37.787665360265834,-122.41930342675752,JAM,1,45.10274511347238
2023-01-01 07:33:23,37.77040797680992,-122.45740716769822,JAM,1,37.01175117613194
2023-01-01 07:37:51,37.739224404509976,-122.41250501559526,ROAD_CLOSED,4,2.7372315344955576
2023-01-01 07:40:51,37.79104712784032,-122.4404081096916,JAM,2,26.94707663510816
2023-01-01 07:43:55,37.78420914150187,-122.34621645173692,JAM,1,42.416113688441826
2023-01-01 07:46:03,37.72091307910785,-122.38407001310566,JAM,2,21.901787384753582
2023-01-01 07:50:27,37.74003004889103,-122.36046648526062,JAM,2,21.174918215362922
2023-01-01 08:00:49,37.75152360548642,-122.30537793014598,JAM,1,46.435812736888984
2023-01-01 08:02:56,37.73476192144827,-122.49363906370297,JAM,2,20.33987226407979
2023-01-01 08:14:10,37.712874839829965,-122.43398009733797,JAM,1,39.62290788112586
2023-01-01 08:19:59,37.75116570135473,-122.46860446345676,JAM,1,47.366022140711735
2023-01-01 08:20:26,37.75972780822554,-122.30274860082663,JAM,4,1.1805826655870217
2023-01-01 08:27:34,37.75312657539735,-122.3558967877217,JAM,1,32.662338571749565
2023-01-01 08:33:22,37.78444406726336,-122.35007675359829,JAM,3,8.541466707931255
2023-01-01 08:35:54,37.71048691665325,-122.35251895878123,JAM,2,27.610649788168967
2023-01-01 08:36:22,37.75353355640155,-122.45335671769004,JAM,2,20.32656454918957
2023-01-01 08:41:36,37.747958210175426,-122.38316010305716,ACCIDENT,3,10.86535434660759
2023-01-01 08:45:46,37.73787726259513,-122.43251063322562,WEATHERHAZARD,4,2.8538915233445596
2023-01-01 08:47:58,37.7986515248793,-122.37884503612862,JAM,1,33.05718278368664
2023-01-01 08:49:22,37.716068137325955,-122.46268659518974,JAM,1,47.935308492528506
2023-01-01 08:49:47,37.75245113895703,-122.41792063460207,ROAD_CLOSED,3,13.966102629740208
2023-01-01 08:54:05,37.79173956130855,-122.49893999872047,ROAD_CLOSED,2,17.563313810850985
2023-01-01 08:59:36,37.79293759891276,-122.38864742139721,JAM,1,45.38985866383874
2023-01-01 09:00:38,37.732367923640425,-122.41491271227672,JAM,1,32.29673649478407
2023-01-01 09:05:21,37.72886305532403,-122.38375235571547,JAM,2,22.98884148827379
2023-01-01 09:05:37,37.733660427819395,-122.47311706461221,JAM,4,1.6117692248736148
2023-01-01 09:13:55,37.72546406547638,-122.3636994555552,ACCIDENT,3,9.715761885501584
2023-01-01 09:16:35,37.734886826654304,-122.31409417115043,ACCIDENT,4,0.6214861174277236
2023-01-01 09:23:08,37.793834045682104,-122.46375338676687,JAM,3,10.744731131799119
2023-01-01 09:32:21,37.71397723766263,-122.34094653762801,JAM,1,33.28531595861986
2023-01-01 09:40:47,37.76651972206962,-122.39538691504617,JAM,3,8.924451074226354
2023-01-01 09:49:16,37.743913490857025,-122.42461111411502,JAM,1,44.95218760352502
2023-01-01 09:52:45,37.72322126951468,-122.32008508534508,JAM,2,28.597081664468206
2023-01-01 09:57:39,37.711689804070836,-122.3120335752773,JAM,1,32.785441453267744
2023-01-01 10:05:33,37.76200727559285,-122.39330778160473,WEATHERHAZARD,4,4.988463079619216
2023-01-01 10:12:32,37.770698046124345,-122.34428561218985,JAM,1,44.28128164447229
2023-01-01 10:15:56,37.77546352918601,-122.47941679385117,JAM,1,39.14000438563357
2023-01-01 10:20:34,37.75022883474625,-122.39202787257743,JAM,2,26.578229708973677
2023-01-01 10:20:38,37.759844270120524,-122.3868983305354,ACCIDENT,3,13.267988278090783
2023-01-01 10:36:37,37.734252425717855,-122.454529803394,JAM,1,42.29900526305309
2023-01-01 10:48:45,37.71391161941431,-122.47984107939682,JAM,3,10.929629052588215
2023-01-01 10:49:18,37.791875052226075,-122.34198307257518,JAM,2,26.56870002779607
2023-01-01 10:51:38,37.70689215393672,-122.48453578690224,JAM,3,14.106861982557131
2023-01-01 10:52:18,37.723590603459506,-122.46689589792655,JAM,3,8.32146412654939
2023-01-01 10:54:10,37.72273956208771,-122.37842112124115,JAM,3,7.055798083756375
2023-01-01 11:01:55,37.760372153173016,-122.47714653998887,JAM,3,14.229602317984849
2023-01-01 11:05:03,37.74808369780891,-122.31630905501214,JAM,1,48.25498925758258
2023-01-01 11:06:28,37.757763195409154,-122.4668973365144,JAM,1,45.60991415092175
2023-01-01 11:08:06,37.722009721408114,-122.45746384313175,JAM,4,2.294944940085065
2023-01-01 11:12:10,37.78606320178907,-122.39298605621326,JAM,1,36.19873852537222
2023-01-01 11:14:42,37.742678890533675,-122.34004359558514,JAM,2,24.374639805765785
2023-01-01 11:17:04,37.78365648132923,-122.38250927915318,JAM,3,10.276477301447859
2023-01-01 11:20:54,37.74810879483876,-122.40059761023575,ACCIDENT,2,20.015442169657234
2023-01-01 11:21:17,37.77532462207474,-122.44553962905594,WEATHERHAZARD,2,21.131012566471448
2023-01-01 11:21:25,37.71561525973662,-122.35680555423052,JAM,1,34.43944323865899
2023-01-01 11:22:44,37.76718927435987,-122.49605789244913,JAM,3,6.785446620543336
2023-01-01 11:28:01,37.72381827810467,-122.48011172144813,JAM,3,13.556964681062858
2023-01-01 11:36:53,37.739718352961845,-122.36638297268587,JAM,1,47.9267163704224
2023-01-01 11:36:57,37.70855085308545,-122.45842274897079,JAM,1,41.66083121939384
2023-01-01 11:39:41,37.789267171107696,-122.33651128765231,JAM,1,37.59384816334534
2023-01-01 11:44:09,37.726806364082286,-122.37517021843017,JAM,2,21.541897937029752
2023-01-01 11:45:54,37.79484533069621,-122.34727884116805,JAM,3,9.874311982495136
2023-01-01 11:57:08,37.77998552559473,-122.41495729910615,JAM,1,40.83268429321734
2023-01-01 12:02:10,37.725788768543325,-122.47212878518543,ACCIDENT,4,2.628450911513429
2023-01-01 12:03:06,37.72723073265194,-122.4963218646905,ROAD_CLOSED,1,46.30108856804914
2023-01-01 12:06:33,37.70671753999157,-122.41895038239446,JAM,3,6.065787301286743
2023-01-01 12:07:18,37.726368380263466,-122.44670032132582,ACCIDENT,2,24.49647095036171
2023-01-01 12:10:43,37.75732943781794,-122.33237860736433,JAM,3,9.220360595506873
2023-01-01 12:12:54,37.79586271773132,-122.4631258158642,JAM,3,5.682497053540915
2023-01-01 12:21:58,37.743719339635724,-122.31689726454161,ACCIDENT,3,14.493067970577657
2023-01-01 12:24:30,37.79540869365396,-122.47299974451576,JAM,1,40.79685557816387
2023-01-01 12:25:23,37.784152966031,-122.33071843013708,ROAD_CLOSED,3,8.342438908169608
2023-01-01 12:32:45,37.71065982531338,-122.48497244365284,ACCIDENT,3,11.884023964277361
2023-01-01 12:35:36,37.724640203323915,-122.33617953646515,ACCIDENT,3,7.721451372299627
2023-01-01 12:40:04,37.736097389694,-122.48168358533468,ROAD_CLOSED,1,45.800271175837125
2023-01-01 12:45:55,37.75213006674136,-122.48265895762756,ROAD_CLOSED,3,12.322248864095613
2023-01-01 12:54:08,37.76587833667107,-122.36154468709643,ACCIDENT,2,22.34137445464711
2023-01-01 12:55:23,37.79876680079966,-122.31118813206267,JAM,3,14.252483174156659
2023-01-01 12:56:23,37.75679452305526,-122.31690234048239,JAM,2,19.46023511058826
2023-01-01 13:09:18,37.797105824516535,-122.31114670217731,JAM,3,13.445493985350703
2023-01-01 13:11:13,37.78289154741507,-122.4925984730569,JAM,1,32.41133771554558
2023-01-01 13:11:37,37.76962887758781,-122.43202500724638,ACCIDENT,1,36.305806756612206
2023-01-01 13:15:30,37.7790723164839,-122.43624949941359,JAM,3,11.158631881823045
2023-01-01 13:16:49,37.702440078155654,-122.32598022521981,JAM,3,10.289371340272119
2023-01-01 13:30:49,37.779878323577364,-122.30041317789333,JAM,3,9.01930913609242
2023-01-01 13:34:05,37.76275054632184,-122.32526457716273,ROAD_CLOSED,2,16.375490026671454
2023-01-01 13:36:08,37.75225191916345,-122.35354563856306,JAM,2,19.455043146823233
2023-01-01 13:45:43,37.77155533152342,-122.38217829310582,JAM,4,0.2255033861016159
2023-01-01 13:46:17,37.739163014054036,-122.47511248854063,ROAD_CLOSED,1,45.72690028831104
2023-01-01 13:46:45,37.741758077578496,-122.32417633848756,ROAD_CLOSED,3,14.037239671752705
2023-01-01 14:09:24,37.774335282289364,-122.48700271810343,JAM,3,7.30569195805019
2023-01-01 14:18:16,37.7120338762035,-122.49061092857043,JAM,1,49.14540525966651
2023-01-01 14:27:01,37.78007696871298,-122.37404441540076,JAM,2,23.959111086455117
2023-01-01 14:30:45,37.72602333679515,-122.39695041513706,JAM,4,4.487180740231019
2023-01-01 14:33:51,37.76229373829351,-122.35042567918155,JAM,3,13.601268164179238
2023-01-01 14:36:55,37.73911697660804,-122.44540812502873,JAM,1,47.04387066694015
2023-01-01 14:37:06,37.732905136536985,-122.3136821023362,ACCIDENT,2,18.789736409413276
2023-01-01 14:37:07,37.76957142928497,-122.49024328366536,JAM,4,0.5473443002722694
2023-01-01 14:48:22,37.7991475335145,-122.48769659475215,WEATHERHAZARD,2,23.886116769892766
2023-01-01 14:57:04,37.73478092079022,-122.36439676948818,JAM,1,47.57259972710316
2023-01-01 15:05:03,37.76584518346584,-122.32988365418115,WEATHERHAZARD,1,36.68017757490476
2023-01-01 15:06:25,37.79300903505097,-122.47883318123428,JAM,1,47.632742655407
2023-01-01 15:22:41,37.746547000877,-122.32418570395437,JAM,3,7.286251615249235
2023-01-01 15:34:39,37.700112011148015,-122.38876365299204,ACCIDENT,2,17.896992968809396
2023-01-01 15:35:05,37.73264335765033,-122.38803113753823,JAM,1,30.1814480930545
2023-01-01 15:43:37,37.712844871809324,-122.44333141034689,JAM,2,27.60182254111828
2023-01-01 15:46:07,37.71794973234238,-122.3492602331899,ACCIDENT,2,26.562811628114847
2023-01-01 16:00:50,37.71663775869323,-122.34580314149358,ACCIDENT,3,5.579204605587983
2023-01-01 16:01:13,37.78524146591986,-122.30197032544987,JAM,2,24.713604651028614
2023-01-01 16:05:44,37.73836122604056,-122.4868747710852,ACCIDENT,3,13.187856433570937
2023-01-01 16:07:11,37.70010294798457,-122.46821234334465,JAM,4,0.5109680984685949
2023-01-01 16:16:49,37.752702409621186,-122.33481584684002,JAM,3,12.728227800168046
2023-01-01 16:18:07,37.71313351264094,-122.32638913549354,ROAD_CLOSED,4,2.1616740052130097
2023-01-01 16:32:30,37.74197273169261,-122.37229481046718,JAM,1,49.67955295919656
2023-01-01 16:35:08,37.78940992036791,-122.45400907882178,JAM,1,43.0333365075177
2023-01-01 16:37:26,37.78643582498396,-122.40535801866169,ROAD_CLOSED,2,18.055518739144112
2023-01-01 16:37:54,37.71536580381611,-122.40926127307894,JAM,1,45.93595655728055
2023-01-01 16:39:39,37.79118360349599,-122.30649774727725,JAM,2,15.018477527496389
2023-01-01 16:44:12,37.76073064482627,-122.45049200887932,JAM,1,33.2165093815638
2023-01-01 16:49:29,37.73259254639521,-122.38194721222287,JAM,4,0.7479032133378288
2023-01-01 16:52:36,37.768045662635934,-122.420890983224,ROAD_CLOSED,2,19.37493868063955
2023-01-01 16:58:32,37.78601223971892,-122.34402980222133,JAM,2,16.573952676272622
2023-01-01 16:59:55,37.79866625932671,-122.4715008914197,JAM,2,25.53697455816156
2023-01-01 17:04:01,37.70097708474192,-122.43470773835121,JAM,1,37.01253862418361
2023-01-01 17:04:12,37.7078578497155,-122.42061534475968,JAM,2,25.341974537058988
2023-01-01 17:12:15,37.720015024424484,-122.46650348354818,JAM,2,25.597135897303517
2023-01-01 17:12:25,37.79362122462437,-122.4896057432697,JAM,3,13.709691237460856
2023-01-01 17:18:41,37.78017280830698,-122.43210996149143,ACCIDENT,1,47.89633312121055
2023-01-01 17:22:38,37.78172977699625,-122.40953634309633,JAM,2,25.973842826329978
2023-01-01 17:23:04,37.70603520839906,-122.45057935319797,JAM,3,7.192139873580443
2023-01-01 17:41:41,37.73368957917711,-122.46357641686225,ACCIDENT,3,9.98195716453139
2023-01-01 17:45:44,37.771920177827226,-122.45430905173374,ROAD_CLOSED,1,39.86553693567599
2023-01-01 17:46:10,37.74032613611239,-122.45588777501554,JAM,1,46.809048125538666
2023-01-01 17:47:07,37.7960780551487,-122.41681852677061,ACCIDENT,3,12.353502986657526
2023-01-01 17:54:25,37.7504844881893,-122.39133989532733,JAM,2,15.44091668634761
2023-01-01 17:56:56,37.760618871356115,-122.38045528694883,ACCIDENT,3,14.921333163406723
2023-01-01 17:58:36,37.73591510296662,-122.42323056962644,JAM,3,7.357920939592098
2023-01-01 18:06:05,37.74053101830857,-122.3796289232676,JAM,1,40.25230410411611
2023-01-01 18:08:45,37.706913278618664,-122.41256692223664,JAM,2,23.89377599747673
2023-01-01 18:13:05,37.76626212790083,-122.48094769840907,JAM,1,37.98091892274222
2023-01-01 18:22:50,37.70090304041296,-122.38231747333188,JAM,1,34.74055714216672
2023-01-01 18:24:11,37.78837096696607,-122.41159512524342,JAM,2,25.04085602189042
2023-01-01 18:24:58,37.744943383521374,-122.38242312577792,ROAD_CLOSED,1,33.340838158019
2023-01-01 18:25:53,37.703667142693355,-122.35271959698687,JAM,2,27.662556734537958
2023-01-01 18:34:04,37.75853543643967,-122.32634574389735,JAM,1,35.394992230339795
2023-01-01 18:34:22,37.753116952800106,-122.312678861541,JAM,1,39.043980565668704
2023-01-01 18:47:57,37.73161561049768,-122.39855303826232,JAM,1,49.73260245917694
2023-01-01 19:04:44,37.70049399809344,-122.30963764291535,JAM,3,9.54739855633859
2023-01-01 19:08:21,37.748884658025695,-122.36662714849078,JAM,1,36.15859883182382
2023-01-01 19:14:27,37.72018534521229,-122.36531351333501,ROAD_CLOSED,1,44.61658949741753
2023-01-01 19:15:18,37.723456129333485,-122.30733063343592,JAM,2,29.679469311007956
2023-01-01 19:17:39,37.70175159908621,-122.45117054191553,ACCIDENT,4,3.842596822618956
2023-01-01 19:18:15,37.77955103716964,-122.3162644406013,JAM,4,4.134194418559387
2023-01-01 19:23:45,37.75771852367117,-122.4302852665516,JAM,2,19.771673304271793
2023-01-01 19:33:49,37.79933369373586,-122.34951444747688,JAM,1,32.182192635315
2023-01-01 19:39:04,37.77651908645558,-122.31486503382385,JAM,4,4.389455795206637
2023-01-01 19:40:58,37.78689006255406,-122.42486554962365,JAM,2,19.925718418276215
2023-01-01 19:45:57,37.76098318054987,-122.38731221453031,JAM,2,23.947282124781324
2023-01-01 19:49:53,37.74444194527512,-122.49706658859074,JAM,1,42.85151937894379
2023-01-01 19:57:01,37.75004453091307,-122.39152726700405,ROAD_CLOSED,2,22.187728164445964
2023-01-01 19:57:09,37.73412478276261,-122.42396087624283,JAM,2,23.004038200903175
2023-01-01 20:01:49,37.77648832615421,-122.33740285225677,ACCIDENT,4,0.09116291338180815
2023-01-01 20:02:55,37.70075628749782,-122.37050505716908,WEATHERHAZARD,1,43.09386162862697
2023-01-01 20:05:18,37.71971541265729,-122.40416335411128,JAM,1,42.34703514825949
2023-01-01 20:09:00,37.76700960346109,-122.3140788245156,JAM,2,16.34439508732413
2023-01-01 20:15:20,37.739990520680415,-122.30465495226748,ACCIDENT,3,6.23222654172166
2023-01-01 20:25:08,37.7799781095424,-122.46308297409259,JAM,3,6.852284465474097
2023-01-01 20:37:38,37.74245274251964,-122.48259220748247,ACCIDENT,3,10.26499194153781
2023-01-01 20:38:14,37.700258401484504,-122.37240295884133,JAM,2,26.906157755707746
2023-01-01 20:43:26,37.71747734428274,-122.42784549617788,ROAD_CLOSED,4,1.7671068965135905
2023-01-01 20:44:47,37.77805255152438,-122.44503879289037,ACCIDENT,3,11.675498992914704
2023-01-01 20:45:17,37.76238593246766,-122.40964646425255,JAM,1,44.73747489888364
2023-01-01 20:55:13,37.72167398000908,-122.48085708889597,JAM,2,24.106410541331712
2023-01-01 20:59:10,37.7231947096116,-122.4218188008189,JAM,2,29.81678280322331
2023-01-01 20:59:54,37.76951445540476,-122.41913624637914,JAM,3,11.924361513243696
2023-01-01 21:23:36,37.712839428945415,-122.47917807012317,ACCIDENT,3,7.741606665598058
2023-01-01 21:24:01,37.70856582495964,-122.32116182506718,JAM,1,34.53312804453976
2023-01-01 21:26:12,37.70694238427461,-122.39618804181835,JAM,3,7.33712081910433
2023-01-01 21:30:05,37.78800790875614,-122.36982452619056,JAM,1,36.66003826116396
2023-01-01 21:35:37,37.799413936122114,-122.36763216203012,JAM,3,9.65205612283718
2023-01-01 21:35:56,37.75622968158779,-122.30847494309891,JAM,2,18.014005329885848
2023-01-01 21:39:46,37.709667644964675,-122.40992581274836,ACCIDENT,3,11.64911724487218
2023-01-01 21:47:42,37.79271778194794,-122.45307158362891,JAM,1,49.84967004316751
2023-01-01 22:00:47,37.753995713028054,-122.33159334112472,JAM,2,16.33686648174025
2023-01-01 22:07:50,37.712771348363525,-122.33478647394949,ACCIDENT,4,0.18080190262381057
2023-01-01 22:09:38,37.72631125699109,-122.4279727185057,JAM,4,2.7690112035618815
2023-01-01 22:11:27,37.73969815170743,-122.41055949189904,JAM,2,28.79087959821626
2023-01-01 22:14:54,37.799215801482326,-122.32971500845098,JAM,4,0.5818319894273805
2023-01-01 22:23:24,37.738062329347656,-122.32440513591098,WEATHERHAZARD,2,17.11917073913259
2023-01-01 22:24:35,37.78187350040743,-122.43549440443071,JAM,1,34.47228868992622
2023-01-01 22:40:22,37.757304142893084,-122.31345385190474,JAM,2,19.70591536791144
2023-01-01 22:45:01,37.71391980246175,-122.32034767454145,ACCIDENT,3,14.527975276012944
2023-01-01 22:53:44,37.766630688583504,-122.47564761777494,JAM,2,18.488270375480703
2023-01-01 22:54:09,37.77767236304717,-122.47559298957512,JAM,4,4.3805259629902125
2023-01-01 22:55:47,37.78514486375512,-122.4999334987759,JAM,2,20.47197328716794
2023-01-01 22:58:14,37.756444109067886,-122.46164350888162,JAM,2,26.313803165157946
2023-01-01 23:03:04,37.72973550482369,-122.41393256449821,JAM,1,45.65392081488298
2023-01-01 23:04:36,37.717776638785125,-122.36167638888614,JAM,2,18.433419072699206
2023-01-01 23:05:55,37.722080262978565,-122.46524948086754,JAM,3,12.243174696766612
2023-01-01 23:13:47,37.74047984290852,-122.3691848409256,JAM,2,22.224522698022934
2023-01-01 23:14:45,37.738707876033565,-122.30723554490352,JAM,1,38.371612432478706
2023-01-01 23:22:34,37.758214822978,-122.36380503455234,JAM,2,19.852505923672105
2023-01-01 23:31:33,37.76292988060107,-122.46022874444495,JAM,1,37.42817135300282
2023-01-01 23:33:06,37.76460901234625,-122.40013323300427,JAM,1,32.54399525374899
2023-01-01 23:43:06,37.72434779684049,-122.36965787041781,ACCIDENT,3,13.595652316469458
2023-01-01 23:45:35,37.79562221906489,-122.47337099916437,JAM,2,29.142467121198926
2023-01-01 23:53:52,37.707641685943805,-122.44412645721306,ROAD_CLOSED,4,4.508809960677118
2023-01-01 23:56:57,37.76372014768083,-122.36812921555884,WEATHERHAZARD,4,1.1348234718268206
2023-01-02 00:07:58,37.745061965672974,-122.32350811190878,JAM,4,2.216365437218091
2023-01-02 00:08:13,37.70380218482375,-122.35075854850363,JAM,3,6.053675339528059
2023-01-02 00:08:23,37.75085792894476,-122.42248095370344,JAM,4,4.853749788353351
2023-01-02 00:22:39,37.77838426767676,-122.42903172794863,JAM,2,27.4580168460726
2023-01-02 00:23:01,37.74242968858849,-122.48347646730815,JAM,3,12.82484924563938
